,Date,PX_LAST,contract_name,BITW100 Price,% Change,log return future,log return BITW100
280,2020-04-20 20:00:00+00:00,6815.0,BTCK20 Curncy,6896.64,-5.74%,-0.0430791663933197,-0.0427674839014319
281,2020-04-17 20:00:00+00:00,7115.0,BTCK20 Curncy,7197.99,-0.16%,-0.0014044946128985,-0.0015769742859149
282,2020-04-16 20:00:00+00:00,7125.0,BTCK20 Curncy,7209.35,5.52%,0.0533267547425521,0.0537584107845377
283,2020-04-15 20:00:00+00:00,6755.0,BTCK20 Curncy,6832.02,-2.59%,-0.0306146358196068,-0.0262207567508774
284,2020-04-14 20:00:00+00:00,6965.0,BTCK20 Curncy,7013.53,2.10%,0.0210381353763982,0.0207934895057599
285,2020-04-13 20:00:00+00:00,6820.0,BTCK20 Curncy,6869.2,-4.97%,-0.0748408413693745,-0.0735765776091724
286,2020-04-09 20:00:00+00:00,7350.0,BTCK20 Curncy,7393.67,-0.48%,-0.0054274217353651,-0.0048208730309584
287,2020-04-08 20:00:00+00:00,7390.0,BTCK20 Curncy,7429.4,0.63%,-0.0020277127596517,0.0062623327684304
288,2020-04-07 20:00:00+00:00,7405.0,BTCK20 Curncy,7383.02,0.55%,0.0020277127596516,0.0055006610444494
289,2020-04-06 20:00:00+00:00,7390.0,BTCK20 Curncy,7342.52,8.12%,0.0766092762196982,0.0822332731243466
290,2020-04-03 20:00:00+00:00,6845.0,BTCK20 Curncy,6762.88,-0.05%,-0.0080029528628014,-0.0004612355280424
291,2020-04-02 20:00:00+00:00,6900.0,BTCK20 Curncy,6766.0,8.83%,0.1029479692524424,0.0846049018065788
292,2020-04-01 20:00:00+00:00,6225.0,BTCK20 Curncy,6217.11,-3.73%,-0.0424592077717915,-0.0380067614190852
293,2020-03-31 20:00:00+00:00,6495.0,BTCK20 Curncy,6457.95,1.37%,0.0139537147738653,0.0135727527210897
294,2020-03-30 20:00:00+00:00,6405.0,BTCK20 Curncy,6370.89,7.44%,-0.0465200156348928,-0.0416543730951328
295,2020-03-27 20:00:00+00:00,6710.0,BTCK20 Curncy,6641.87,0.55%,0.0022379718404546,0.0054424717041039
296,2020-03-26 20:00:00+00:00,6695.0,BTCJ20 Curncy,6605.82,0.81%,0.0052414945908379,0.008083056762904
297,2020-03-25 20:00:00+00:00,6660.0,BTCJ20 Curncy,6552.64,-1.62%,-0.0126820051074214,-0.0163805834669201
298,2020-03-24 20:00:00+00:00,6745.0,BTCJ20 Curncy,6660.86,6.48%,0.0666658131065974,0.0628083104976971
299,2020-03-23 20:00:00+00:00,6310.0,BTCJ20 Curncy,6255.37,5.84%,0.0127593437537599,0.0095621957377665
300,2020-03-20 20:00:00+00:00,6230.0,BTCJ20 Curncy,6195.84,-1.31%,-0.0064000218454675,-0.0132322935404593
301,2020-03-19 20:00:00+00:00,6270.0,BTCJ20 Curncy,6278.37,16.58%,0.1596148101678208,0.1533983790052052
302,2020-03-18 20:00:00+00:00,5345.0,BTCJ20 Curncy,5385.51,-0.99%,-0.0120875483813816,-0.0099273315809532
303,2020-03-17 20:00:00+00:00,5410.0,BTCJ20 Curncy,5439.24,8.65%,0.0898721277837146,0.0829482183929279
304,2020-03-16 20:00:00+00:00,4945.0,BTCJ20 Curncy,5006.27,-7.43%,-0.083381608939051,-0.1021549967522825
305,2020-03-13 20:00:00+00:00,5375.0,BTCJ20 Curncy,5544.72,-8.66%,-0.1158172805357683,-0.0906096761038014
306,2020-03-12 20:00:00+00:00,6035.0,BTCJ20 Curncy,6070.59,-23.87%,-0.2699196161119405,-0.2726940804123068
307,2020-03-11 20:00:00+00:00,7905.0,BTCJ20 Curncy,7973.71,-2.82%,-0.0175553097829111,-0.0285889693528124
308,2020-03-10 20:00:00+00:00,8045.0,BTCJ20 Curncy,8204.96,2.35%,0.0181880209713708,0.0232631281211735
309,2020-03-09 20:00:00+00:00,7900.0,BTCJ20 Curncy,8016.29,-6.29%,-0.1593811002643472,-0.1692675057832091
310,2020-03-06 21:00:00+00:00,9265.0,BTCJ20 Curncy,9494.79,0.42%,-0.0005395198404406,0.0041762571642009
311,2020-03-05 21:00:00+00:00,9270.0,BTCJ20 Curncy,9455.22,4.82%,0.0469310519660152,0.0471193099404805
312,2020-03-04 21:00:00+00:00,8845.0,BTCJ20 Curncy,9020.03,-0.10%,-0.0022586119144226,-0.0010360450381865
313,2020-03-03 21:00:00+00:00,8865.0,BTCJ20 Curncy,9029.38,-2.38%,-0.0201011793210872,-0.0241290356055473
314,2020-03-02 21:00:00+00:00,9045.0,BTCJ20 Curncy,9249.9,5.71%,0.0297357112002332,0.0363975148097886
315,2020-02-28 21:00:00+00:00,8780.0,BTCJ20 Curncy,8919.28,-3.46%,-0.0186183093136571,-0.0352130169875586
316,2020-02-27 21:00:00+00:00,8945.0,BTCH20 Curncy,9238.95,1.61%,0.0067302553540678,0.0159475508170499
317,2020-02-26 21:00:00+00:00,8885.0,BTCH20 Curncy,9092.78,-6.46%,-0.0600617172138988,-0.0668242608996899
318,2020-02-25 21:00:00+00:00,9435.0,BTCH20 Curncy,9721.16,-3.46%,-0.0323281541390105,-0.0352488024501987
319,2020-02-24 21:00:00+00:00,9745.0,BTCH20 Curncy,10069.93,-3.66%,-0.0142641236630561,-0.0166892687789862
320,2020-02-21 21:00:00+00:00,9885.0,BTCH20 Curncy,10239.4,1.78%,0.0127260561975791,0.0176390808253747
321,2020-02-20 21:00:00+00:00,9760.0,BTCH20 Curncy,10060.37,-6.30%,-0.0630325208849751,-0.0650973652701939
322,2020-02-19 21:00:00+00:00,10395.0,BTCH20 Curncy,10737.06,-0.94%,-0.001922153402959,-0.0094189861675717
323,2020-02-18 21:00:00+00:00,10415.0,BTCH20 Curncy,10838.67,6.28%,-0.0246574844017529,-0.0331960810621478
324,2020-02-14 21:00:00+00:00,10675.0,BTCH20 Curncy,11204.51,2.45%,0.0174821367064824,0.0242215293787249
325,2020-02-13 21:00:00+00:00,10490.0,BTCH20 Curncy,10936.38,-1.43%,-0.0226211342344013,-0.0143528408871854
326,2020-02-12 21:00:00+00:00,10730.0,BTCH20 Curncy,11094.48,3.26%,0.0136056520557786,0.0320350775857491
327,2020-02-11 21:00:00+00:00,10585.0,BTCH20 Curncy,10744.7,4.64%,0.0469024807396147,0.0453287313919723
328,2020-02-10 21:00:00+00:00,10100.0,BTCH20 Curncy,10268.53,-1.55%,0.0119523335238411,0.0169901361881572
329,2020-02-07 21:00:00+00:00,9980.0,BTCH20 Curncy,10095.54,-0.08%,-0.0044988828692602,-0.0007861767956027
330,2020-02-06 21:00:00+00:00,10025.0,BTCH20 Curncy,10103.48,1.53%,0.0085149525241501,0.0152189294866293
331,2020-02-05 21:00:00+00:00,9940.0,BTCH20 Curncy,9950.88,5.97%,0.0601217301789819,0.0580242159887065
332,2020-02-04 21:00:00+00:00,9360.0,BTCH20 Curncy,9389.92,-1.07%,-0.0158985860677982,-0.010734601664685
333,2020-02-03 21:00:00+00:00,9510.0,BTCH20 Curncy,9491.26,-1.20%,-0.0026253624950834,0.0137284546147064
334,2020-01-31 21:00:00+00:00,9535.0,BTCH20 Curncy,9361.85,-2.75%,-0.0202446571455313,-0.0278653647992899
335,2020-01-30 21:00:00+00:00,9730.0,BTCG20 Curncy,9626.39,2.57%,0.0212939751851489,0.0253444711558896
336,2020-01-29 21:00:00+00:00,9525.0,BTCG20 Curncy,9385.48,3.38%,0.0374375270721305,0.0332118757310169
337,2020-01-28 21:00:00+00:00,9175.0,BTCG20 Curncy,9078.89,0.79%,0.0109590137897193,0.0078610697802531
338,2020-01-27 21:00:00+00:00,9075.0,BTCG20 Curncy,9007.8,4.83%,0.0601770635833603,0.0602283077883315
339,2020-01-24 21:00:00+00:00,8545.0,BTCG20 Curncy,8481.29,1.43%,0.0135495445537901,0.0142295078789
340,2020-01-23 21:00:00+00:00,8430.0,BTCG20 Curncy,8361.46,-3.94%,-0.03611341765368,-0.0401864011467184
341,2020-01-22 21:00:00+00:00,8740.0,BTCG20 Curncy,8704.32,-0.47%,-0.0062731885220773,-0.0046660848527497
342,2020-01-21 21:00:00+00:00,8795.0,BTCG20 Curncy,8745.03,0.46%,-0.0224854892129749,-0.0203707886692891
343,2020-01-17 21:00:00+00:00,8995.0,BTCG20 Curncy,8925.0,2.16%,0.0162514083826582,0.021407342734984
344,2020-01-16 21:00:00+00:00,8850.0,BTCG20 Curncy,8735.97,-0.66%,-0.0112360732669258,-0.0066127258235102
